CODDISCIPLINA;COD_PRESTAZIONE;DESCR_PRESTAZIONE;ELENCO DI ORIGINE;NOTE
98;91.32.1;COLORAZIONE AGGIUNTIVA IN BANDE: Bandeggio C;Allegato 1;
98;91.32.2;COLORAZIONE AGGIUNTIVA IN BANDE: Bandeggio G;Allegato 1;
98;91.32.3;COLORAZIONE AGGIUNTIVA IN BANDE: Bandeggio G ad alta risoluzione;Allegato 1;
98;91.32.4;COLORAZIONE AGGIUNTIVA IN BANDE: Bandeggio NOR;Allegato 1;
98;91.32.5;COLORAZIONE AGGIUNTIVA IN BANDE: Bandeggio Q;Allegato 1;
98;91.33.1;COLORAZIONE AGGIUNTIVA IN BANDE: Bandeggio R;Allegato 1;
98;91.33.2;COLORAZIONE AGGIUNTIVA IN BANDE: Bandeggio T;Allegato 1;
98;91.33.3;COLORAZIONE AGGIUNTIVA IN BANDE: Distamicina A;Allegato 1;
98;91.33.4;COLTURA DI AMNIOCITI;Allegato 1;
98;91.33.5;COLTURA DI CELLULE DI ALTRI TESSUTI;Allegato 1;
98;91.34.1;COLTURA DI FIBROBLASTI;Allegato 1;
98;91.34.2;COLTURA DI LINEE CELLULARI STABILIZZATE CON VIRUS;Allegato 1;
98;91.34.3;COLTURA DI LINEE LINFOCITARIE STABILIZZATE CON VIRUS O INTERLEUCHINA;Allegato 1;
98;91.34.4;COLTURA DI LINFOCITI FETALI CON PHA;Allegato 1;
98;91.34.5;COLTURA DI LINFOCITI PERIFERICI CON PHA O ALTRI MITOGENI;Allegato 1;
98;91.35.1;COLTURA DI MATERIALE ABORTIVO;Allegato 1;
98;91.35.2;COLTURA SEMISOLIDA DI CELLULE EMOPOIETICHE - BFU-E, CFU-GM, CFUGEMM (Ciascuna);Allegato 1;
98;91.35.3;COLTURA DI VILLI CORIALI (A breve termine);Allegato 1;
98;91.35.4;COLTURA DI VILLI CORIALI;Allegato 1;
98;91.35.5;COLTURA PER STUDIO DEL CROMOSOMA X  A REPLICAZIONE TARDIVA - Linfociti periferici, cellule di altri tessuti.;Allegato 1;
98;91.36.1;CONSERVAZIONE DI CAMPIONI DI DNA O DI RNA;Allegato 1;
98;91.36.2;CRIOCONSERVAZIONE IN AZOTO LIQUIDO DI COLTURE CELLULARI;Allegato 1;
98;91.36.3;CRIOCONSERVAZIONE IN AZOTO LIQUIDO DI CELLULE E TESSUTI;Allegato 1;
98;91.36.4;DIGESTIONE DI DNA CON ENZIMI DI RESTRIZIONE;Allegato 1;
98;91.36.5;ESTRAZIONE DI DNA O DI RNA  (nucleare o mitocondriale) - Da sangue periferico, tessuti, colture cellulari, villi coriali.;Allegato 1;
98;91.37.1;IBRIDAZIONE CON SONDA MOLECOLARE;Allegato 1;
98;91.37.2;IBRIDAZIONE IN SITU (FISH) SU METAFASI, NUCLEI INTERFASICI, TESSUTI - mediante sequenze genomiche in YAC.;Allegato 1;
98;91.37.3;IBRIDAZIONE IN SITU (FISH) SU METAFASI, NUCLEI INTERFASICI, TESSUTI - mediante sonde molecolari a singola copia in cosmide.;Allegato 1;
98;91.37.4;IBRIDAZIONE IN SITU (FISH) SU METAFASI, NUCLEI INTERFASICI, TESSUTI  - mediante sonde molecolari alfoidi ed altre sequenze ripetute;Allegato 1;
98;91.37.5;IBRIDAZIONE IN SITU (FISH) SU METAFASI, NUCLEI INTERFASICI, TESSUTI - mediante sonde molecolari painting;Allegato 1;
98;91.38.1;RICERCA MUTAZIONE (DGGE) - Ricerca heteroduplex (HA);Allegato 1;
98;91.38.2;RICERCA MUTAZIONE (SSCP);Allegato 1;
98;91.38.3;SINTESI DI OLIGONUCLEOTIDI (Ciascuno);Allegato 1;
98;91.38.4;ANALISI DEL DNA CELLULARE PER LO STUDIO CITOMETRICO DEL CICLO CELLULARE E DELLA PLOIDIA;Allegato 1;
98;91.38.5;ES. CITOLOGICO CERVICO VAGINALE [PAP test];Allegato 1;
98;91.38.6;RICERCA MUTAZIONE (DHPLC) Per blocchi di 200 p,b.;Allegato 1;
98;91.38.7;RICERCA MUTAZIONE (OLA -PCR-SCS) per 31  mutazioni;Allegato 1;
98;91.38.8;RICERCA MUTAZIONE (Pyrosequencing) per singola mutazione;Allegato 1;
98;91.38.9;ESAME CITOLOGICO SU STRATO SOTTILE(per ciascun campione);Allegato 1;
98;91.39.1;ES. CITOLOGICO DA AGOASPIRAZIONE Nas;Allegato 1;
98;91.39.2;ES. CITOLOGICO DI ESPETTORATO (Fino a 5 vetrini e/o colorazioni);Allegato 1;
98;91.39.3;ES. CITOLOGICO DI VERSAMENTI (Fino a 5 vetrini e/o colorazioni);Allegato 1;
98;91.39.4;ES. CITOLOGICO URINE PER RICERCA CELLULE NEOPLASTICHE - (Fino a 5 vetrini e/o colorazioni);Allegato 1;
98;91.39.5;ES. ISTOCITOPATOLOGICO ARTICOLAZIONI: Tessuto fibrotendineo - In malattia di Dupuytren e malattia di De Quervain.;Allegato 1;
98;91.40.1;ES. ISTOCITOPATOLOGICO ARTICOLAZIONI: Biopsia sinoviale, biopsia tendinea;Allegato 1;
98;91.40.2;ES. ISTOCITOPATOLOGICO BULBO OCULARE: Biopsia semplice;Allegato 1;
98;91.40.3;ES. ISTOCITOPATOLOGICO CAVO ORALE: Biopsia semplice;Allegato 1;
98;91.40.4;ES. ISTOCITOPATOLOGICO CUTE (Shave o punch);Allegato 1;
98;91.40.5;ES. ISTOCITOPATOLOGICO CUTE E/O TESSUTI MOLLI: Biopsia escissionale;Allegato 1;
98;91.41.1;ES. ISTOCITOPATOLOGICO CUTE E/O TESSUTI MOLLI: Biopsia incisionale;Allegato 1;
98;91.41.2;ES. ISTOCITOPATOLOGICO APP. DIGERENTE: Agobiopsia epatica;Allegato 1;
98;91.41.3;ES. ISTOCITOPATOLOGICO APP. DIGERENTE: Biopsia endoscopica (Sede unica);Allegato 1;
98;91.41.4;ES. ISTOCITOPATOLOGICO APP. DIGERENTE: Biopsia endoscopica (Sedi multiple);Allegato 1;
98;91.41.5;ES. ISTOCITOPATOLOGICO APP. DIGERENTE: Biopsia ghiandola salivare;Allegato 1;
98;91.42.1;ES. ISTOCITOPATOLOGICO APP. DIGERENTE: Polipectomia endoscopica (Sedi multiple);Allegato 1;
98;91.42.2;ES. ISTOCITOPATOLOGICO APP. DIGERENTE: Polipectomia endoscopica (Singola);Allegato 1;
98;91.42.3;ES. ISTOCITOPATOLOGICO APP. MUSCOLO SCHELETRICO: Biopsia incisionale o punch;Allegato 1;
98;91.42.4;ES. ISTOCITOPATOLOGICO APP. RESPIRATORIO: Agobiopsia pleurica;Allegato 1;
98;91.42.5;ES. ISTOCITOPATOLOGICO APP. RESPIRATORIO: Biopsia cavità nasali;Allegato 1;
98;91.43.1;ES. ISTOCITOPATOLOGICO APP. RESPIRATORIO: Biopsia endobronchiale (Sede unica);Allegato 1;
98;91.43.2;ES. ISTOCITOPATOLOGICO APP. RESPIRATORIO: Biopsia endobronchiale (Sedi multiple);Allegato 1;
98;91.43.3;ES. ISTOCITOPATOLOGICO APP. RESPIRATORIO: Biopsia laringea;Allegato 1;
98;91.43.4;ES. ISTOCITOPATOLOGICO APP. RESPIRATORIO: Biopsia vie aeree (Sedi multiple);Allegato 1;
98;91.43.5;ES. ISTOCITOPATOLOGICO APP. UROGENITALE: Agobiopsia ovarica;Allegato 1;
98;91.44.1;ES. ISTOCITOPATOLOGICO APP. UROGENITALE: Agobiopsia prostatica;Allegato 1;
98;91.44.2;ES. ISTOCITOPATOLOGICO APP. UROGENITALE: Biopsia annessi testicolari;Allegato 1;
98;91.44.3;ES. ISTOCITOPATOLOGICO APP. UROGENITALE: Biopsia cervicale e endometriale - (Con raschiamento del canale).;Allegato 1;
98;91.44.4;ES. ISTOCITOPATOLOGICO APP. UROGENITALE: Biopsia cervice uterina;Allegato 1;
98;91.44.5;ES. ISTOCITOPATOLOGICO APP. UROGENITALE: Biopsia endometriale (VABRA);Allegato 1;
98;91.45.1;ES. ISTOCITOPATOLOGICO APP. UROGENITALE: Biopsia endoscopica vescicale (Sede unica);Allegato 1;
98;91.45.2;ES. ISTOCITOPATOLOGICO APP. UROGENITALE: Biopsia endoscopica vescicale (Sedi multiple);Allegato 1;
98;91.45.3;ES. ISTOCITOPATOLOGICO APP. UROGENITALE: Biopsia pene;Allegato 1;
98;91.45.4;ES. ISTOCITOPATOLOGICO APP. UROGENITALE: Biopsia testicolare;Allegato 1;
98;91.45.5;ES. ISTOCITOPATOLOGICO APP. UROGENITALE: Biopsia vaginale;Allegato 1;
98;91.46.1;ES. ISTOCITOPATOLOGICO APP. UROGENITALE: Biopsia vulvare (Sede unica);Allegato 1;
98;91.46.2;ES. ISTOCITOPATOLOGICO APP. UROGENITALE: Biopsia vulvare (Sedi multiple);Allegato 1;
98;91.46.3;ES. ISTOCITOPATOLOGICO APP. UROGENITALE: Biopsie cervicali (Sedi multiple);Allegato 1;
98;91.46.4;ES. ISTOCITOPATOLOGICO APP. UROGENITALE: Polipectomia endocervicale;Allegato 1;
98;91.46.5;ES. ISTOCITOPATOLOGICO MAMMELLA: Biopsia stereotassica;Allegato 1;
98;91.47.1;ES. ISTOCITOPATOLOGICO MAMMELLA: Nodulectomia;Allegato 1;
98;91.47.2;ES. ISTOCITOPATOLOGICO SISTEMA EMOPOIETICO: Agobiopsia linfonodale;Allegato 1;
98;91.47.3;ES. ISTOCITOPATOLOGICO SISTEMA EMOPOIETICO: Agobiopsia linfonodale (Sedi multiple);Allegato 1;
98;91.47.4;ES. ISTOCITOPATOLOGICO SISTEMA EMOPOIETICO: Asportazione di linfonodo superficiale;Allegato 1;
98;91.47.5;ES. ISTOCITOPATOLOGICO SISTEMA EMOPOIETICO: Biopsia osteo midollare;Allegato 1;
98;91.47.6;PANNELLO DI FATTORI PROGNOSTICI E PREDITTIVI DI RISPOSTA ALLA TERAPIA PER PATOLOGIA TUMORALE MALIGNA DELLA MAMMELLA;Allegato 1;
98;91.47.7;PANNELLO DI IMMUNOFENOTIPIZZAZIONE PER DIAGNOSI DIFFERENZIALE E TIPIZZAZIONE IN CASO DI SOSPETTA PATOLOGIA TUMORALE EMOLINFOPROLIFERATIVA;Allegato 1;
98;91.47.8;REAZIONE DI IMMUNOFENOTIPIZZAZIONE PER DIAGNOSI DIFFERENZIALE IN PATOLOGIA TUMORALE (per ciascuna reazione sino a 5 vetrini);Allegato 1;
98;91.47.9;INTEGRAZIONE DIAGNOSTICA ANATOMO-PATOLOGICA    PER APPROFONDIMENTO CASI COMPLESSI;Allegato 1;
98;91.48.1;ES. ISTOCITOPATOLOGICO SISTEMA ENDOCRINO: Agobiopsia tiroidea;Allegato 1;
98;91.48.2;ES. ISTOCITOPATOLOGICO S.N.P.: Biopsia di nervo periferico;Allegato 1;
98;91.48.3;ES. ISTOCITOPATOLOGICO ULTRASTRUTTURALE (S.E.M., T.E.M.);Allegato 1;
98;91.48.4;PRELIEVO CITOLOGICO;Allegato 1;
98;91.48.5;PRELIEVO DI SANGUE ARTERIOSO;Allegato 1;
98;91.49.1;PRELIEVO DI SANGUE CAPILLARE;Allegato 1;
98;91.49.2;PRELIEVO DI SANGUE VENOSO;Allegato 1;
98;91.49.3;PRELIEVO MICROBIOLOGICO;Allegato 1;
98;91.49.4;PRELIEVO  IN  NON  COLLABORANTE;Allegato 1;
98;99.06.1;INFUSIONE DI FATTORI DELLA COAGULAZIONE -;Allegato 1;
98;99.07.1;TRASFUSIONE DI SANGUE O EMOCOMPONENTI -;Allegato 1;
98;99.71;PLASMAFERESI  TERAPEUTICA;Allegato 1;
98;99.71.1;SUPPLEMENTO  PER  PLASMAFERESI  CON  IMMUNOASSORBIMENTO;Allegato 1;
98;99.72;LEUCOAFERESI TERAPEUTICA;Allegato 1;
98;99.72.1;STAMINOAFERESI;Allegato 1;
98;99.73;ERITROAFERESI TERAPEUTICA;Allegato 1;
98;99.73.1;ERITROAFERESI CON SACCHE MULTIPLE;Allegato 1;
98;99.73.2;SALASSO  TERAPEUTICO;Allegato 1;
98;99.74;PIASTRINOAFERESI  TERAPEUTICA;Allegato 1;
99;89.01.1;Valutazione e certificazione periodica in età pediatrica (Bilancio di salute);Allegato 1;
99;89.07;CONSULTO INTERDISCIPLINARE DEFINITO COMPLESSIVO;Allegato 1;
99;93.56.1;FASCIATURA SEMPLICE -;Allegato 1;
99;93.82.1;TERAPIA EDUCAZIONALE DEL DIABETICO - Per seduta individuale;Allegato 1;
99;93.82.2;TERAPIA EDUCAZIONALE DELL' ASMATICO;Allegato 1;
99;96.59;ALTRA IRRIGAZIONE DI FERITA - Pulizia di ferita NAS - Escluso: Sbrigliamento (86.22, 86.27-86.28);Allegato 1;
99;99.13;IMMUNIZZAZIONE PER MALATTIA AUTOIMMUNE -;Allegato 1;
99;99.14.1;INFUSIONE DI IMMUNOGLOBULINE ENDOVENA -;Allegato 1;
99;99.25.1;TERAPIA  INFUSIONALE  ENDOVENOSA;Allegato 1;
08;36.0;ANGIOPLASTICA CORONARICA PERCUTANEA (codici 36.01, 36.02, 36.05);Allegato 2;
29;93.01.C;TRAINING PER L'EMODIALISI DOMICILIARE;Allegato 2;
29;93.01.D;TRAINING  PER IL TRATTAMENTO DI DIALISI PERITONEALE (DP) DOMICILIARE;Allegato 2;
29;93.01.E;PREPARAZIONE DEL PAZIENTE PER L'AVVIO DEL TRATTAMENTO DIALITICO;Allegato 2;
29;93.01.F;INSERIMENTO PAZIENTE IN LISTA DI TRAPIANTO RENALE;Allegato 2;
33;93.01.7;COUNSELLING;Allegato 2;
33;93.01.8;COUNSELLING;Allegato 2;
33;93.01.9;COUNSELLING  LOGOPEDICO;Allegato 2;
56;93.01.7;COUNSELLING;Allegato 2;
56;93.01.8;COUNSELLING;Allegato 2;
56;93.01.9;COUNSELLING  LOGOPEDICO;Allegato 2;
58;45.17;POSIZIONAMENTO DI STOMIA ENDOSCOPICA PERCUTANEA (PEG);Allegato 2;
69;38.7;POSIZIONAMENTO FILTRO CAVALE;Allegato 2;
69;38.89;TRATTAMENTO PERCUTANEO VARICI (laser, radiofrequenza);Allegato 2;
69;39.1;TIPS;Allegato 2;
69;39.50.1;ATEROTOMIA PERCUTANEA (o TROMBOLIZZATORE);Allegato 2;
69;39.50.2;ANGIOPLASTICA PERCUTANEA TRANSLUMINALE                   Comprende vasi periferici angiografia pre e post;Allegato 2;
69;39.92.1;SCLEROSI VARICOCELE;Allegato 2;
69;39.99.A;TERAPIA  INTERVENTISTICA  ECOGUIDATA MUSCOLOSCHELETRICA;Allegato 2;
69;39.99.2;CONTROLLO DI INTERVENTISTICA VASCOLARE;Allegato 2;
69;39.99.3;CONTROLLO DI INTERVENTISTICA EXTRA VASCOLARE;Allegato 2;
69;39.99.4;PROCEDURA ENDOVASCOLARE;Allegato 2;
69;39.99.5;TRATTAMENTO ENDOVASCOLARE ANEURISMI INTRACRANICI;Allegato 2;
69;39.99.6;TROMBOLISI INTRAARTERIOSA INTRACRANICA;Allegato 2;
69;39.99.7;POSIZIONAMENTO  STENT VASCOLARI (STENT D'EMBLE'E);Allegato 2;
69;39.99.8;PTA + POSIZIONAMENTO STENT;Allegato 2;
69;39.99.9;PROTESI AORTICA ENDOVASCOLARE (toracica o addominale);Allegato 2;
69;43.11;GASTROSTOMIA PERCUTANEA;Allegato 2;
69;43.19.1;PSEUDOCISTOGASTROSTOMIA;Allegato 2;
69;50.19;BIOPSIA TRANSGIUGULARE EPATICA O RENALE;Allegato 2;
69;50.29;RADIOFREQUENZA PERCUTANEA DI LESIONI NODULARI EPATICHE O DI ALTRE SEDI (comprensiva di eco e di eventuale TC pre e post);Allegato 2;
69;51.03;COLECISTOSTOMIA PERCUTANEA;Allegato 2;
69;51.10;ERCP colangiografia ascendente retrograda;Allegato 2;
69;51.98;DILATAZIONE EXTRA-VASCOLARE                                                 Comprende bilioplastica, ureteroplastica, ecc¿;Allegato 2;
69;51.99.1;DRENAGGIO BILIARE TRANSEPATICO                                           Comprensivo di COLANGIOGRAFIA PERCUTANEA TRANSEPATICA;Allegato 2;
69;51.99.2;DRENAGGIO BILIARE TRANSEPATICO;Allegato 2;
69;51.99.3;POSIZIONAMENTO PROTESI BILIARE  (plastica o metallica);Allegato 2;
69;54.99.1;DRENAGGIO PERCUTANEO PROFONDO RX-GUIDATO;Allegato 2;
69;54.99.2;POSIZIONAMENTO VALVOLA PERITONEO-VENOSA;Allegato 2;
69;55.12.1;PIELOSTOMIA PERCUTANEA MONOLATERALE;Allegato 2;
69;55.12.2;PIELOSTOMIA PERCUTANEA BILATERALE;Allegato 2;
69;56.99.1;POSIZIONAMENTO PROTESI URINARIA MONOLATERALE;Allegato 2;
69;56.99.2;POSIZIONAMENTO PROTESI URINARIA BILATERALE;Allegato 2;
69;85.99;POSIZIONAMENTO FILO REPERE                                         Comprensivo della mammografia pre e post posizionamento;Allegato 2;
69;86.07;POSIZIONAMENTO DI PORTER ARTERIOSI;Allegato 2;
69;87.21;MIELOGRAFIA;Allegato 2;
69;87.21.A;MIELO-TC;Allegato 2;
69;88.44.1;ARTERIOGRAFIA SPLENICA;Allegato 2;
69;88.44.2;ARTERIOGRAFIA BRONCHIALE destra o sinistra;Allegato 2;
69;88.44.3;ARTERIOGRAFIA INTERCOSTALE destra o sinistra;Allegato 2;
69;88.44.4;ARTERIOGRAFIA LOMBARE destra o sinistra;Allegato 2;
69;88.45;ARTERIOGRAFIA RENALE DESTRA O SINISTRA;Allegato 2;
69;88.47;ARTERIOGRAFIA TRIPODE CELIACO;Allegato 2;
69;88.49.1;CAROTIDOGRAFIA DESTRA O SINISTRA;Allegato 2;
69;88.49.2;ARTERIOGRAFIA VERTEBRALE DESTRA O SINISTRA;Allegato 2;
69;88.49.3;ARTERIOGRAFIA SUCCLAVIA DESTRA O SINISTRA;Allegato 2;
69;88.49.4;ARTERIOGRAFIA MESENTERICA SUPERIORE O INFERIORE;Allegato 2;
69;88.49.5;ARTERIOGRAFIA EPATICA;Allegato 2;
69;88.49.6;ARTERIOGRAFIA ARTO SUPERIORE DESTRO O SINISTRO;Allegato 2;
69;88.49.7;ARTERIOGRAFIA SPINALE;Allegato 2;
69;88.49.8;AORTO-ARTERIOGRAFIA;Allegato 2;
69;88.95.E;RM DELLA PROSTATA per via transrettale;Allegato 2;
69;98.20.1;RECUPERO CORPI ESTRANEI ENDOCANALICOLARI;Allegato 2;
69;98.52;LITOTRIPSIA TRANSEPATICA;Allegato 2;
69;99.25.2;CHEMIOEMBOLIZZAZIONE LOCO-REGIONALE;Allegato 2;
69;99.29;FIBRINOLISI;Allegato 2;
69;99.29.A;EMBOLIZZAZIONE ARTERIOSA O VENOSA;Allegato 2;
69;99.29.B;EMBOLIZZAZIONE ECO GUIDATA DI PSEUDO ANEURISMI;Allegato 2;
70;92.24;"IRRADIAZIONE CORPOREA TOTALE (TBI)
Prima seduta";Allegato 2;
70;92.24.0;"IRRADIAZIONE CORPOREA TOTALE (TBI)
Sedute successive";Allegato 2;
79;93.01.7;COUNSELLING;Allegato 2;
79;93.01.8;COUNSELLING;Allegato 2;
79;96.56;POSIZIONAMENTO DI CATETERE VENOSO CENTRALE;Allegato 2;
79;96.61.1;NUTRIZIONE ENTERALE ARTIFICIALE  DOMICILIARE MEDIANTE SONDA;Allegato 2;
79;96.61.2;TRAINING PER LA GESTIONE DELLA NUTRIZIONE ENTERALE DOMICILIARE (NED);Allegato 2;
79;99.15.1;NUTRIZIONE ARTIFICIALE  PARENTERALE DOMICILIARE (NPD);Allegato 2;
79;99.15.2;TRAINING PER LA GESTIONE DELLA NUTRIZIONE PARENTERALE DOMICILIARE (NPD);Allegato 2;
79;99.39.9;POSIZIONAMENTO DISPOSITIVO DI SOSTITUZIONE PER GASTROSTOMIA;Allegato 2;
79;99.93.8;VALUTAZIONE BROMATOLOGICA DEL DIARIO ALIMENTARE;Allegato 2;
79;99.93.9;RIMOZIONE DI DISPOSITIVO PER GASTROSTOMIA;Allegato 2;
81;89.05;VALUTAZIONE MULTIDIMENSIONALEE;Allegato 2;
81;89.07;CONSULTO INTERDISCIPLINARE DEFINITO COMPLESSIVO;Allegato 2;
81;93.01.7;COUNSELLING;Allegato 2;
81;93.01.8;COUNSELLING;Allegato 2;
82;99.92.1;MET (alta complessità);Allegato 2;
82;99.92.2;MET (bassa complessità);Allegato 2;
85;89.01;ANAMNESI E VALUTAZIONE DEFINITE BREVI                             Storia e valutazione  abbreviata, visita successiva alla prima;Allegato 2;
85;89.03;ANAMNESI E VALUTAZIONE DEFINITE COMPLESSIVE -;Allegato 2;
85;89.05;VALUTAZIONE MULTIDIMENSIONALEE;Allegato 2;
85;89.07;CONSULTO INTERDISCIPLINARE DEFINITO COMPLESSIVO;Allegato 2;
85;89.7;VISITA GENERALE                                                                                       Visita specialistica, Prima visita;Allegato 2;
85;94.42.2;Formazione per l'autogestione e / o addestramento all'utilizzo dei relativi meccanismi;Allegato 2;
91;99.50;Relazione psicologica per autorità giudiziaria (che richieda tempo di stesura superiore a 60 minuti);Allegato 2;
91;99.51;Relazione psicologica per paziente, servizi sanitari, servizi socio-assistenziali, compilazione ICF, certificazioni scolastiche e al. (che richieda tempo di stesura superiore a 60 minuti);Allegato 2;
91;99.52;Consulenza o valutazione psicologico- clinica multiprofessionale con altri specialisti e/o operatori per confronto, programmazione e monitoraggio degli interventi;Allegato 2;
98;91.50.1;LIQUOR : ESAME CHIMICO FISICO E MORFOLOGICO;Allegato 2;
98;91.50.2;LIQUOR : ALBUMINA (Nefelometria, Turbidimetria);Allegato 2;
98;91.50.3;LIQUOR : GLUCOSIO;Allegato 2;
98;91.50.4;LIQUOR : ELETTROLITI [Na, K, Cl] Ciascuno;Allegato 2;
98;91.50.5;LIQUOR : PROTEINE;Allegato 2;
98;91.50.6;LIQUOR : LDH;Allegato 2;
98;91.50.7;LIQUOR : IgA, IgG o IgM (Ciascuna);Allegato 2;
98;91.50.8;LIQUOR : TRANSFERRINA;Allegato 2;
09;86.30.0;ASPORTAZIONE O DEMOLIZIONE LOCALE CHIRURGICA DI LESIONE DI TESSUTO CUTANEO E  SOTTOCUTANEO;Allegato-Dgr 84;
12;86.30.0;ASPORTAZIONE O DEMOLIZIONE LOCALE CHIRURGICA DI LESIONE DI TESSUTO CUTANEO E  SOTTOCUTANEO;Allegato-Dgr 84;
52;86.30.0;ASPORTAZIONE O DEMOLIZIONE LOCALE CHIRURGICA DI LESIONE DI TESSUTO CUTANEO E  SOTTOCUTANEO;Allegato-Dgr 84;
34;13.19.1;INTERVENTO DI CATARATTA CON O SENZA IMPIANTO DI LENTE INTRAOCULARE COMPRESI GLI ESAMI E VISITE PREOPERATOI E I CONTROLLI POSTOPERTORI;Allegato-Dgr 84;
09;38.59.3;INTERVENTI SUI VASI VENOSI EXTRASAFENICI DEGLI  ARTI INFERIORI (PRIMITIVI O RECIDIVE) COMPRESI GLI ESAMI E LE VISITE PREOPERATORI  ED I CONTROLLI POSTOPERATORI CORR.;Allegato-Dgr 84;
14;38.59.3;INTERVENTI SUI VASI VENOSI EXTRASAFENICI DEGLI  ARTI INFERIORI (PRIMITIVI O RECIDIVE) COMPRESI GLI ESAMI E LE VISITE PREOPERATORI  ED I CONTROLLI POSTOPERATORI CORR.;Allegato-Dgr 84;
30;04.43;LIBERAZIONE DEL TUNNEL CARPALE compresi gli esami e le visite preoperatorie  ed i controlli postoperatori correlati (visite, medicazioni, asportazione suture,  ecc.);Allegato-Dgr 84;
36;04.43;LIBERAZIONE DEL TUNNEL CARPALE compresi gli esami e le visite preoperatorie  ed i controlli postoperatori correlati (visite, medicazioni, asportazione suture,  ecc.);Allegato-Dgr 84;
12;04.43;LIBERAZIONE DEL TUNNEL CARPALE compresi gli esami e le visite preoperatorie  ed i controlli postoperatori correlati (visite, medicazioni, asportazione suture,  ecc.);Allegato-Dgr 84;
34;14.75;INIEZIONE INTRAVITREALE DI SOSTANZE TERAPEUTICHE (COMPRESO IL FARMACO);Allegato-Dgr 84;
34;14.75.1;INIEZIONE INTRAVITREALE DI SOSTANZE TERAPEUTICHE (SENZA  IL FARMACO);Allegato-Dgr 84;
34;13.19.1;INTERVENTO DI CATARATTA CON O SENZA IMPIANTO DI LENTE INTRAOCULARE COMPRESI GLI ESAMI E VISITE PREOPERATOI E I CONTROLLI POSTOPERTORI;Allegato-Dgr 84;Per le strutture che erogano attività di day surgery di tipo C
09;53.00.1;"RIPARAZIONE MONOLATERALE DI ERNIA
INGUINALE DIRETTA O INDIRETTA (Incluso: Visita
anestesiologica ed anestesia , ECG, esami di laboratorio,
rimozione punti, Visita post intervento)";Allegato-Dgr 54;
09;53.00.2;"RIPARAZIONE MONOLATERALE DI ERNIA
INGUINALE CON INNESTO O PROTESI DIRETTA O
INDIRETTA (Incluso: Visita anestesiologica ed
anestesia, ECG, esami di laboratorio, rimozione punti
,Visita post intervento)";Allegato-Dgr 54;
09;53.21.1;"RIPARAZIONE MONOLATERALE DI ERNIA
CRURALE CON INNESTO O PROTESI (Incluso: Visita
anestesiologica ed anestesia , ECG, esami di laboratorio,
rimozione punti ,Visita post intervento)";Allegato-Dgr 54;
09;53.29.1;"RIPARAZIONE MONOLATERALE DI ERNIA
CRURALE (Incluso: Visita anestesiologica ed anestesia ,
ECG, esami di laboratorio, rimozione punti , Visita post
intervento)";Allegato-Dgr 54;
09;53.41;"RIPARAZIONE DI ERNIA OMBELICALE CON
PROTESI (Incluso: Visita anestesiologica ed anestesia,
ECG, esami di laboratorio, rimozione punti, Visita post
intervento)";Allegato-Dgr 54;
09;53.49.1;"RIPARAZIONE DI ERNIA OMBELICALE (Incluso:
Visita anestesiologica ed anestesia , ECG, esami di
laboratorio, rimozione punti ,Visita post intervento)";Allegato-Dgr 54;
09;84.01;"AMPUTAZIONE E DISARTICOLAZIONE DI DITA
DELLA MANO (Visita anestesiologica ed anestesia,
esami pre intervento, intervento, medicazioni, rimozione
punti, visita di controllo)";Allegato-Dgr 54;
09;84.02;"AMPUTAZIONE E DISARTICOLAZIONE DEL
POLLICE (Visita anestesiologica ed anestesia, esami pre
intervento, intervento, medicazioni, rimozione punti,
visita di controllo)";Allegato-Dgr 54;
09;84.11;"AMPUTAZIONE DI DITA DEL PIEDE (Visita
anestesiologica ed anestesia, esami pre intervento,
intervento, medicazioni, rimozione punti, visita di
controllo)";Allegato-Dgr 54;
12;84.01;"AMPUTAZIONE E DISARTICOLAZIONE DI DITA
DELLA MANO (Visita anestesiologica ed anestesia,
esami pre intervento, intervento, medicazioni, rimozione
punti, visita di controllo)";Allegato-Dgr 54;
12;84.02;"AMPUTAZIONE E DISARTICOLAZIONE DEL
POLLICE (Visita anestesiologica ed anestesia, esami pre
intervento, intervento, medicazioni, rimozione punti,
visita di controllo)";Allegato-Dgr 54;
12;84.11;"AMPUTAZIONE DI DITA DEL PIEDE (Visita
anestesiologica ed anestesia, esami pre intervento,
intervento, medicazioni, rimozione punti, visita di
controllo)";Allegato-Dgr 54;
14;84.01;"AMPUTAZIONE E DISARTICOLAZIONE DI DITA
DELLA MANO (Visita anestesiologica ed anestesia,
esami pre intervento, intervento, medicazioni, rimozione
punti, visita di controllo)";Allegato-Dgr 54;
14;84.02;"AMPUTAZIONE E DISARTICOLAZIONE DEL
POLLICE (Visita anestesiologica ed anestesia, esami pre
intervento, intervento, medicazioni, rimozione punti,
visita di controllo)";Allegato-Dgr 54;
14;84.11;"AMPUTAZIONE DI DITA DEL PIEDE (Visita
anestesiologica ed anestesia, esami pre intervento,
intervento, medicazioni, rimozione punti, visita di
controllo)";Allegato-Dgr 54;
30;04.44;"LIBERAZIONE DEL TUNNEL TARSALE (Visita
anestesiologica ed anestesia, esami pre intervento,
intervento, medicazioni, rimozione punti, visita di
controllo)";Allegato-Dgr 54;
